"","num","inst","nombre","sexo","entidad"
"1378",1361,5709,"Director: Pbro. Lic. Francisco Ramírez Yáñez ","m","JAL"
"1379",1362,5714,"Director: Lic. Leonel Ortega Rua ","m","JAL"
"1387",1370,5750,"Director: Lic. jorge Enrique Juárez Barba ","m","JAL"
"1400",1383,5802,"Director: Dr. Roberto Carrillo López ","m","JAL"
"1401",1384,5806,"Director: Lic. Gonzalo Sánchez Arrieta ","m","JAL"
"1402",1385,5811,"Director: Dr. José Antonio Esquivias Romero ","m","JAL"
"1403",1386,5815,"Director: Mtro. Enrique Javier Solórzano Carrillo ","m","JAL"
"1404",1387,5819,"Director: Lic. Yolanda Almaguer Esparza ","f","JAL"
"1405",1388,5823,"Director: Ing. Oscar Genaro Hernández Zúñiga ","m","JAL"
"1406",1389,5827,"Director: Mtro. Enrique Ibarra Pedroza ","m","JAL"
"1409",1392,5839,"Director: Dr. Héctor Pulido González ","m","JAL"
"1410",1393,5843,"Director: Mtro. Alberto de la Mora Gálvez ","m","JAL"
"1430",1413,5924,"Director: C.P. Silvia Adelina De Luna Díaz de León ","f","MEX"
"1431",1414,5928,"Director: M. en A. Alfredo Gordillo González ","m","MEX"
"1432",1415,5932,"Director: Profra. Ma. Eugenia Hernández Tapia ","f","MEX"
"1433",1416,5936,"Director: Fray Francisco Peña Flores ","m","MEX"
"1434",1417,5940,"Director: Dr. Alfredo Farías ","m","MEX"
"1436",1419,5948,"Director: Prof. Benjamín Silva Ruiz ","m","MEX"
"1437",1420,5952,"Director: Lic. Jaime Ilpas Arriaga ","m","MEX"
"1438",1421,5956,"Director: Ing. Juan Antonio Colín Ortiz ","m","MEX"
"1469",1452,6080,"Director: Mtra. María del Pilar Galindo de Cordero ","f","MEX"
"1471",1454,6088,"Director: Lic. Claudia Ruiz Moguel ","f","MEX"
"1472",1455,6092,"Director: M. en E. María Teresa Ortega Reza ","f","MEX"
"1473",1456,6096,"Director: Lic. José Alejandro Jiménez Espejel ","m","MEX"
"1474",1457,6100,"Director: Lic. Evelyn Alicia Nava Cervantes ","f","MEX"
"1475",1458,6104,"Director: Mtra. Ma. del Pilar Tella Henkel ","f","MEX"
"1478",1461,6116,"Director: Mtro. Jose David Ríos Fragoso ","m","MEX"
"1479",1462,6120,"Director: Mtro. Luis Manuel González Minutti ","m","MEX"
"1480",1463,6124,"Director: Mtro. Carlos Genaro Vega Vargas ","m","MEX"
"1481",1464,6128,"Director: Profa. Demetria Salazar Velasco ","f","MEX"
"1482",1465,6132,"Director: Roberto Gálvez Rodríguez ","m","MEX"
"1489",1472,6160,"Director: Dr. Jesús Moncada De la Fuente ","m","MEX"
"1490",1473,6165,"Director: Dr. J. Jesús Vargas Hernández ","m","MEX"
"1491",1474,6169,"Director: Lic. Jenaro Martínez Montalvo ","m","MEX"
"1492",1475,6173,"Director: Dr. Laszlo Frater Hartig ","m","MEX"
"1493",1476,6177,"Director: Dr. Victor Humberto Benitez Treviño ","m","MEX"
"1494",1477,6182,"Director: Bertha Alici Cárdenas Torres ","f","MEX"
"1495",1478,6187,"Director: José Luis Duarte Alcantara ","m","MEX"
"1498",1481,6199,"Director: Dr. Víctor Manuel Vicente Rojas Amandi ","m","MEX"
"1499",1482,6203,"Director: Prof. Octavio Muñoz Rodríguez ","m","MEX"
"1500",1483,6207,"Director: Dra. Susana Hernández Rodríguez ","f","MEX"
"1501",1484,6211,"Director: Mtro. Inocente Melitón García ","m","MEX"
"1502",1485,6215,"Director: Profra. Esperanza Hernández Cuevas ","f","MEX"
"1503",1486,6219,"Director: Profr. Reynaldo Ayala Estráda ","m","MEX"
"1504",1487,6223,"Director: Profra. Areli Lozano Flores ","f","MEX"
"1505",1488,6227,"Director: Mtra. Gisela Becerril Estrada ","f","MEX"
"1506",1489,6231,"Director: Mtra. María de la Luz Rivera Balderas ","f","MEX"
"1507",1490,6235,"Director: Mtro. Felipe Martínez Flores ","m","MEX"
"1508",1491,6239,"Director: Profra. Leticia Soriano Molina ","f","MEX"
"1509",1492,6243,"Director: Profra. Eulogia Lucila González González ","f","MEX"
"1510",1493,6247,"Director: Profra. Alejandra Iliana Acolt Hernández ","f","MEX"
"1511",1494,6251,"Director: Lic. Pablo Vallejo González ","m","MEX"
"1512",1495,6255,"Director: Profr. Leopoldo Serrano Montero ","m","MEX"
"1513",1496,6259,"Director: Profr. José Noé Ortega Cmacho ","m","MEX"
"1514",1497,6263,"Director: Mtro. Hector Alejandro Lozada Calvillo ","m","MEX"
"1515",1498,6267,"Director: Mtro. Benito Velasco González ","m","MEX"
"1516",1499,6271,"Director: Mtro. J. Jesús Albarrán Benítez ","m","MEX"
"1517",1500,6275,"Director: Profr. Luis Javier Vázquez Mercado ","m","MEX"
"1518",1501,6279,"Director: Mtro. José Eduardo Bringas Mendoza ","m","MEX"
"1519",1502,6283,"Director: Mtra. Consuelo Leticia Rodríguez López ","f","MEX"
"1520",1503,6287,"Director: Profr. Agnelo Pérez López ","m","MEX"
"1521",1504,6291,"Director: Profr. Francisco Lazo Díaz ","m","MEX"
"1522",1505,6295,"Director: Profr. Patricio Rivero Contrera ","m","MEX"
"1523",1506,6299,"Director: Profra. Delfina Santos Estrada Montes De Oca ","f","MEX"
"1524",1507,6303,"Director: Dra. Gisela Hurtado Villalón ","f","MEX"
"1525",1508,6307,"Director: Profr. Juan Jesús Peña Sotelo ","m","MEX"
"1526",1509,6311,"Director: Profr. Edgardo Suárez Mendoza ","m","MEX"
"1527",1510,6315,"Director: Profra. Fany Mendoza Mejía ","f","MEX"
"1528",1511,6319,"Director: Profr. Mario Alejandro Pacheco Delgado ","m","MEX"
"1529",1512,6323,"Director: Profr. Simón Ordóñez de la Cruz ","m","MEX"
"1530",1513,6327,"Director: Profra. María Guadalupe Adriano León ","f","MEX"
"1531",1514,6331,"Director: Mtro. Manuel Rodríguez Villsaña ","m","MEX"
"1532",1515,6335,"Director: Profra. Sara Graciela Mejía Peñaloza ","f","MEX"
"1533",1516,6339,"Director: Mtro. José Antonio González Aguirre ","m","MEX"
"1534",1517,6343,"Director: Dr. Sergio Dotor Fernández ","m","MEX"
"1535",1518,6347,"Director: Lic. Ma. Teresa Ugalde Medellín ","f","MEX"
"1536",1519,6351,"Director: Ing. Jesús Manuel Morán Flores ","m","MEX"
"1537",1520,6355,"Director: Lic. María Elena Ramos ","f","MEX"
"1542",1525,6375,"Director: C.P. Artemio Bringas Castañeda ","m","MEX"
"1545",1528,6387,"Director: Lic. Mauricio Valdés Rodríguez ","m","MEX"
"1549",1532,6403,"Director: Soc. Manuel Jorge Urban Vázquez ","m","MEX"
"1550",1533,6407,"Director: Mtro. Gustavo Altamirano Hernández ","m","MEX"
"1554",1537,6423,"Director: Profa. Abigail Salcedo Solís ","f","MEX"
"1555",1538,6427,"Director: Dr. José Alberto González Estrella ","m","MEX"
"1556",1539,6432,"Director: Ing. Arq. José Cabello Becerril ","m","MEX"
"1562",1545,6456,"Director: Dr. Gustavo Flores Fernández ","m","MEX"
"1563",1546,6460,"Director: L.A.E. María Elena Rojas Rauda ","f","MEX"
"1564",1547,6465,"Director: Dr. Pedro Grasa Soler ","m","MEX"
"1565",1548,6470,"Director: Ing. Juan Carlos Arreola Rivas ","m","MEX"
"1566",1549,6474,"Director: Lic. José Antonio Anguiano ","m","MEX"
"1567",1550,6478,"Director: C. P. Francisco Javier Pérez García ","m","MEX"
"1569",1552,6486,"Director: C. Rodrigo Rangel ","m","MEX"
"1570",1553,6490,"Director: Mtra. Magda Aurora Britto Serna ","f","MEX"
"1574",1557,6506,"Director: Lic. Guillermo Gustavo Falcón Torres ","m","MEX"
"1575",1558,6510,"Director: M. en C.E. José Ángel Fernández García ","m","MEX"
"1576",1559,6514,"Director: Mtra. Roxana Claudia Bernal Bolnik ","m","MEX"
"1577",1560,6518,"Director: Mtro. Francisco Medrano Ruvalcaba ","m","MEX"
"1578",1561,6522,"Director: Mtra. Brenda Alvarado Sánchez ","f","MEX"
"1579",1562,6526,"Director: Mtro. Arturo Ríos Díaz ","m","MEX"
"1580",1563,6530,"Director: Lic. Alejandra Noriega Ortega ","f","MEX"
"1581",1564,6534,"Director: Mtro. Franco Ulises Flores Galván ","m","MEX"
"1582",1565,6538,"Director: Lic. José Luis Guillermo González Rodríguez ","m","MEX"
"1583",1566,6542,"Director: Dra. Claudia Ruiz Bastida ","f","MEX"
"1584",1567,6546,"Director: Dr. David Melgoza Mora ","m","MEX"
"1585",1568,6550,"Director: Mtro. Roberto Laureles Solano ","m","MEX"
"1586",1569,6554,"Director: Mtro. Rafael Adolfo Núñez González ","m","MEX"
"1587",1570,6558,"Director: Dr. Juan Demetrio Sánchez Granados ","m","MEX"
"1588",1571,6562,"Director: Mtro. Juan José Baños ","m","MEX"
"1589",1572,6566,"Director: Lic. Leopoldo Hernández Márquez ","m","MEX"
"1590",1573,6570,"Director: M. en C. Isaías González Pérez ","m","MEX"
"1591",1574,6574,"Director: Mtra. María de Jesús Pelcastre Ledesma ","f","MEX"
"1592",1575,6578,"Director: Mtra. Miriam Membrillo Said ","f","MEX"
"1593",1576,6582,"Director: Mtra. Mariana del Rocio Aguilar Bobadilla ","f","MEX"
"1594",1577,6586,"Director: Mtro. Alvaro Guerra López ","m","MEX"
"1595",1578,6590,"Director: Mtro. Alfredo Herrera Meneses ","m","MEX"
"1596",1579,6594,"Director: M. en C. Víctor Rojas Adaya ","m","MEX"
"1598",1581,6602,"Director: Dr. Bernardo López Ariza ","m","MEX"
"1599",1582,6607,"Director: Dr. Enrique Cortés Días ","m","MEX"
"1600",1583,6611,"Director: Dr. en Ed. Alfredo Barrera Baca ","m","MEX"
"1601",1584,6616,"Director: C.P. Alfonso Cárdenas Zepeda ","m","MEX"
"1602",1585,6621,"Director: C.D. Rigoberto García Garduño ","m","MEX"
"1603",1586,6626,"Director: M. en E. S. Narciso Campero Garnica ","m","MEX"
"1604",1587,6631,"Director: M. en A.E. Fidencio Ochoa Flores ","m","MEX"
"1605",1588,6636,"Director: M. en A. Emilio Tovar Pérez ","m","MEX"
"1606",1589,6641,"Director: Dr. en E. A. José Luis Tinoco Jaramillo ","m","MEX"
"1607",1590,6646,"Director: Lic. en T. María Elena Delgado Ayala ","f","MEX"
"1608",1591,6651,"Director: M.en. A.E. Carlos Genaro Vega Vargas ","m","MEX"
"1609",1592,6656,"Director: Dra. en M.E. Magally Martínez Reyes ","f","MEX"
"1610",1593,6661,"Director: M. en E.S. Francisco Javier García Lavalley ","m","MEX"
"1611",1594,6666,"Director: Dr. en E. José Hernández Ramírez ","m","MEX"
"1612",1595,6671,"Director: Dr. en C. Ed. Eva Martha Chaparro Salinas ","f","MEX"
"1613",1596,6676,"Director: M. en D. R. Luis Ramón López Gutiérrez ","m","MEX"
"1614",1597,6681,"Director: M. en Ed. J. Amado López Arriaga ","m","MEX"
"1615",1598,6686,"Director: Dr. José Mariano García Garibay ","m","MEX"
"1621",1604,6710,"Director: Dr. Juan Manuel Gutiérrez Pilloni ","m","MEX"
"1622",1605,6714,"Director: Mtra. Gloria Rangel Ortega ","f","MEX"
"1625",1608,6726,"Director: M. en D.A.E.S. Águeda Díaz Reyes ","f","MEX"
"1626",1609,6730,"Director: Dra. Bárbara West de Lerdo de Tejada ","f","MEX"
"1627",1610,6734,"Director: M. en A. Juan Antonio Soberanes Lara ","m","MEX"
"1628",1611,6739,"Director: Dra. María Natividad López Tinajero ","f","MEX"
"1629",1612,6744,"Director: Arq. Edmundo Huitron Armenta ","m","MEX"
"1630",1613,6749,"Director: Lic. Adriana Yagüe Ríos ","f","MEX"
"1631",1614,6754,"Director: Ing. Ángel J. Villa Escarcega ","m","MEX"
"1632",1615,6759,"Director: Ing. Carlos M. Roríguez Chapa ","m","MEX"
"1637",1620,6779,"Director: Mtra. Isy Martínez Ramos ","f","MEX"
"1638",1621,6783,"Director: Ing. Alfonso Malpica Cárdenas ","m","MEX"
"1639",1622,6787,"Director: Mtro. Jorge Eleazar García Martínez ","m","MEX"
"1640",1623,6791,"Director: Mtra. Mayra Ponce Martinez ","f","MEX"
"1641",1624,6795,"Director: Dra. Adriana Beatriz Portilla Rendón ","f","MEX"
"1642",1625,6799,"Director: Lic. Zitlalli Estrada López ","f","MEX"
"1647",1630,6819,"Director: Mtra. Fabiola Cano García ","f","MEX"
"1663",1646,6883,"Director: Mtro. Arturo Nemecio Nicolás Vélez Escamilla ","m","MEX"
"1665",1648,6891,"Director: Lic. Ricardo Victor Mercado Galán ","m","MEX"
"1666",1649,6895,"Director: M.A.E. Mario Luis Pérez Méndez ","m","MEX"
"1673",1656,6923,"Director: Mtra. Miriam Trejo Rodríguez ","f","MEX"
"1679",1662,6948,"Director: Dr. José Alejandro Salcedo Aquino ","m","MEX"
"1680",1663,6953,"Director: M. en I. Gilberto García Santamaría González ","m","MEX"
"1681",1664,6958,"Director: Dra. Suemi Rodríguez Romo ","f","MEX"
"1682",1665,6963,"Director: Dr. Sergio Cházaro Olvera ","m","MEX"
"1683",1666,6967,"Director: Mtro. Raúl Sadoc Ríos Díaz ","m","MEX"
"1684",1667,6971,"Director: Lic. Brenda Leticia Durán Huerta ","f","MEX"
"1685",1668,6975,"Director: M. en F. Alberto Sánchez Flores ","m","MEX"
"1686",1669,6979,"Director: M. en E. Teresa Lizete Martínez Plata ","f","MEX"
"1687",1670,6983,"Director: Dra. Silvia Cristina Manzur Quiroga ","f","MEX"
"1692",1675,7003,"Director: Profr. Rubén Mendieta Álvarez ","m","MEX"
"1695",1678,7016,"Director: Mtra. Claudia Roldán García ","f","MEX"
"1696",1679,7021,"Director: Mtro. Francisco Soni Samperio ","m","MEX"
"1697",1680,7025,"Director: Mtra. Ivette Topete García ","f","MEX"
"1698",1681,7029,"Director: M. en C. Rafael Adolfo Núñez González ","m","MEX"
"1699",1682,7033,"Director: Dr. en E. Bartolo Jaramillo Puebla ","m","MEX"
"1700",1683,7037,"Director: Mtro. Antonio del Valle Carranza ","m","MEX"
"1701",1684,7041,"Director: Dr. Roberto Alejandro García Sevilla ","m","MEX"
"1702",1685,7045,"Director: Lic. Victor Manuel Saldívar Arellano ","m","MEX"
"1709",1692,7073,"Director: Dra. Edna Berumen ","f","MEX"
"1710",1693,7077,"Director: Mtro. Yanko V. Fabila ","m","MEX"
"1711",1694,7081,"Director: Dra. Clelia A. Márquez Canales ","f","MEX"
"1714",1697,7094,"Director: Lic. Ma. Silvia Eugenia González Álvarez ","m","MICH"
"1715",1698,7098,"Director: Profra. Ma. Teresa Montes Lomelí ","f","MICH"
"1716",1699,7102,"Director: M. en C. Felicitas Amada Flores Fuentes ","f","MICH"
"1717",1700,7106,"Director: Mtro. Victor Manuel Ramirez Oregel ","m","MICH"
"1720",1703,7118,"Director: Dr. José Antonio Serrano Ortega ","m","MICH"
"1721",1704,7123,"Director: Abel Pichardo Bautista ","m","MICH"
"1722",1705,7127,"Director: Dra. María Soledad Sánchez Arnosi ","f","MICH"
"1723",1706,7131,"Director: Mtra. Avelina Ramírez Izquierdo ","f","MICH"
"1724",1707,7135,"Director: Profra. Maritza Gómez Peralta ","f","MICH"
"1725",1708,7139,"Director: Profra. Marta Evelia Bravo Paz ","f","MICH"
"1726",1709,7143,"Director: Lic. Leónides Roldán García ","m","MICH"
"1727",1710,7147,"Director: Mtro. Raúl Castillo Guido ","m","MICH"
"1728",1711,7151,"Director: Mtra. Maribel Rios Granados ","f","MICH"
"1729",1712,7155,"Director: Mtro. Juan José Chagolla Gaona ","m","MICH"
"1732",1715,7167,"Director: Lic. Josefina Guerra Becerra ","f","MICH"
"1734",1717,7175,"Director: Lic. Claudia Raquel Guzmán Villaseñor ","f","MICH"
"1735",1718,7179,"Director: Mtro. Joel Arroyo Rodríguez ","m","MICH"
"1738",1721,7192,"Director: M. en C. Ma. Guadalupe Estrada Lepe ","f","MICH"
"1739",1722,7197,"Director: Dr. Guillermo Herrera Arreola ","m","MICH"
"1740",1723,7201,"Director: Ing. Juan Manuel Serna González ","m","MICH"
"1741",1724,7205,"Director: Ing. J. Jesús Zalapa Alemán ","m","MICH"
"1744",1727,7217,"Director: Dr. Juan Manuel Padilla Hernández ","m","MICH"
"1745",1728,7221,"Director: Ing. Jose Angel Esquivel Tovar ","m","MICH"
"1746",1729,7225,"Director: Dr. José Luis Gil Vázquez ","m","MICH"
"1747",1730,7229,"Director: M.C. David Rafael Trigueros Cazares ","m","MICH"
"1748",1731,7233,"Director: Mtro. Armando Jesús Zaragoza Villafán ","m","MICH"
"1749",1732,7237,"Director: M.C. Francisco Luis Sánchez Alfonso ","m","MICH"
"1751",1734,7245,"Director: Ing. Ma. Del Carmen García Romero ","f","MICH"
"1752",1735,7249,"Director: Ing. Juan Gabriel Loeza Flores ","m","MICH"
"1753",1736,7253,"Director: L.A.E Jaqueline Gómez Picazo ","m","MICH"
"1754",1737,7257,"Director: Dr. Guillermo Alejandres Madrigal ","m","MICH"
"1755",1738,7261,"Director: M.C. Sergio Arturo Granados Ávila ","m","MICH"
"1756",1739,7265,"Director: Mtra. Laura Guillén Loera ","f","MICH"
"1757",1740,7269,"Director: M. C. Santiago Rojas Guerrero ","m","MICH"
"1758",1741,7274,"Director: Ing. Iván Castorena Calvillo ","m","MICH"
"1759",1742,7278,"Director: Mtro. Joaquín López García ","m","MICH"
"1760",1743,7282,"Director: Dra. Leticia Serna González ","f","MICH"
"1761",1744,7286,"Director: Dr. Francisco Guzmán Marín ","m","MICH"
"1762",1745,7290,"Director: Mtra. Rosa Maria Salgado Medina ","f","MICH"
"1763",1746,7295,"Director: Dr. Angel Rebollar Alviter ","m","MICH"
"1766",1749,7307,"Director: Mtro. Antonio Jaimes Luna ","m","MICH"
"1767",1750,7311,"Director: Lic. Pedro Chavez Villa ","m","MICH"
"1768",1751,7315,"Director: Lic. Martha Valdez Ortiz ","m","MICH"
"1769",1752,7320,"Director: Mtra. Natalia Salinas Bravo ","f","MICH"
"1770",1753,7325,"Director: Ing. Jaime Reyes Jiménez ","m","MICH"
"1771",1754,7329,"Director: Lic. Héctor Raúl Zalapa Ríos (Coordinador Académico) ","m","MICH"
"1777",1760,7353,"Director: Mtro. Juan Zacarías Paz ","m","MICH"
"1778",1761,7357,"Director: M.D.N. Karla Lorena Morales Fernández ","f","MICH"
"1779",1762,7361,"Director: Ing. Héctor Francisco Giordano Courcelle ","m","MICH"
"1780",1763,7365,"Director: Mtro. Luis Roberto Mantilla Sahagún ","m","MICH"
"1782",1765,7373,"Director: Dr. Raúl Cárdenas Navarro ","m","MICH"
"1783",1766,7378,"Director: Dr. Alberto Ken Oyama Nakagawa ","m","MICH"
"1784",1767,7382,"Director: Mtro. Víctor Manuel Bravo Lara ","m","MICH"
"1789",1772,7402,"Director: Lic. José Hernández Arreola ","m","MICH"
"1796",1779,7431,"Director: L. en A. Felipe Daniel Calmerón Hernández ","m","MOR"
"1798",1781,7439,"Director: Mtro. Romell Santiago Galindo ","m","MOR"
"1799",1782,7443,"Director: Mtra. Erika Tapia Vázquez ","f","MOR"
"1800",1783,7447,"Director: Mtro. Luis Lavat Guinea ","m","MOR"
"1801",1784,7451,"Director: Dra. Yesica Imelda Saavedra Benítez ","f","MOR"
"1804",1787,7463,"Director: Lic. Roberto M. Botello Monroy ","m","MOR"
"1805",1788,7467,"Director: Mtra. Raquel Celia Chagas Dorrey ","f","MOR"
"1806",1789,7471,"Director: Prof. Fernando Ariño Oliveros ","m","MOR"
"1807",1790,7475,"Director: C.P. Héctor Ordoñez Lomelí ","m","MOR"
"1808",1791,7479,"Director: Mtro. Rubén Mier Becerra ","m","MOR"
"1809",1792,7483,"Director: Ing. Severo López Borja ","m","MOR"
"1810",1793,7487,"Director: Mtra. Marisa del Rosario Estrada Carrillo ","f","MOR"
"1817",1800,7515,"Director: L. P. E. Jesús Alberto Martínez Barrón ","m","MOR"
"1818",1801,7520,"Director: Mtra. Vianey Alfaro Fattel ","f","MOR"
"1819",1802,7524,"Director: Ing. Javier Flores Ramirez ","m","MOR"
"1820",1803,7528,"Director: Mtra. Marisol Aguilar Ochoa ","f","MOR"
"1821",1804,7532,"Director: Profesor Teodoro Trejo Martínez ","m","MOR"
"1822",1805,7536,"Director: Profr. Carlos Gallardo Sánchez ","m","MOR"
"1829",1812,7564,"Director: Mtra. Jenny Emilia Roldan Hayen ","f","MOR"
"1830",1813,7568,"Director: Dr. Juan Ángel Rivera Dommarco ","m","MOR"
"1831",1814,7573,"Director: Dr. Antonio Ruperto Jiménez Aparicio ","m","MOR"
"1832",1815,7577,"Director: M. I. Ana Alday Chávez ","f","MOR"
"1834",1817,7585,"Director: Lic. Lorenzo Octavio Hernández Robles Arenas ","m","MOR"
"1835",1818,7590,"Director: Dr. Julio Noriega Velasco ","m","MOR"
"1836",1819,7594,"Director: Dra. María Concepción Tonda Mazón ","f","MOR"
"1837",1820,7599,"Director: Profr. Juan L. Galindo Estraffon ","m","MOR"
"1838",1821,7604,"Director: Dr. Sergio García Velez ","m","MOR"
"1839",1822,7608,"Director: Mtro. Jorge Moreno Palacios ","m","MOR"
"1840",1823,7612,"Director: Dr. Gustavo Urquiza Beltrán ","m","MOR"
"1842",1825,7624,"Director: C.P. Roberto Salvador Beltrán Castillo ","m","MOR"
"1843",1826,7629,"Director: Lic. Aurora Cedillo Martínez ","f","MOR"
"1845",1828,7638,"Director: Mtro. José Sergio E. Aguilar Sánchez ","m","MOR"
"1846",1829,7642,"Director: C.P. Alfonso Rodríguez Nájera ","m","MOR"
"1847",1830,7646,"Director: Dr. Carlos Eduardo Cuenca Dardón ","m","MOR"
"1848",1831,7650,"Director: Mtro. Fernando C. Crespo Ortiz ","m","MOR"
"1849",1832,7654,"Director: Mtro. Jorge Arizmendi García ","m","MOR"
"1850",1833,7659,"Director: Ing. Marco Vinicio Chávez Mendoza ","m","MOR"
"1851",1834,7663,"Director: Mtro. Pedro Pacheco Cuevas ","m","MOR"
"1855",1838,7679,"Director: Mtro. José Alberto Pérez Apaez ","m","MOR"
"1857",1840,7687,"Director: Ing. Francisco Javier Espinosa Romero ","m","MOR"
"1858",1841,7691,"Director: Lic. Ángel Elizondo López ","m","MOR"
"1862",1845,7707,"Director: Lic. Carlos Hernández Adán ","m","MOR"
"1866",1849,7723,"Director: Mtro. Arturo Mazari Espín ","m","MOR"
"1867",1850,7727,"Director: Dr. Ovidio Nobal Nicolau ","m","MOR"
"1869",1852,7735,"Director: M. T. I. Alejandro Rafael Caballero Morales ","m","MOR"
"1870",1853,7740,"Director: Mtro. Miguel Ängel Dávalos Rodríguez ","m","NAY"
"1873",1856,7752,"Director: Profra. Olimpia Yolanda Cardona Lomelí ","f","NAY"
"1874",1857,7756,"Director: Mtro. Daniel Jiménez Beltrán ","m","NAY"
"1875",1858,7760,"Director: Mtro. Rafael Medina Alba ","m","NAY"
"1877",1860,7768,"Director: Dra. Soledad Rubio Torres Ph. D. ","f","NAY"
"1878",1861,7772,"Director: Profra. Dora Evelia Béjar Fonseca ","f","NAY"
"1879",1862,7776,"Director: C. P. Graciela Domínguez Camarena ","m","NAY"
"1883",1866,7792,"Director: M.T.A. Angélica Aguilar Beltrán ","f","NAY"
"1884",1867,7796,"Director: Profr. Andrés Muñoz Velazco ","m","NAY"
"1885",1868,7800,"Director: Mtro. Carlos Rodríguez ","m","NAY"
"1886",1869,7804,"Director: Mtro. Carlos Partida Hernández ","m","NAY"
"1887",1870,7810,"Director: Lic. Alonso Gutiérrez Ramos ","m","NAY"
"1888",1871,7814,"Director: Mtro. Jorge Ignacio Peña González ","m","NAY"
"1889",1872,7818,"Director: Lic. Ma. Emilia Morelos Medina ","f","NAY"
"1890",1873,7823,"Director: Lic. José Guadalupe Esparza Rocha ","m","NAY"
"1891",1874,7827,"Director: MNEE. Rosalba del Carmen Brambila Moreno ","f","NAY"
"1892",1875,7831,"Director: Lic. David Guerrero Castellón ","m","NAY"
"1893",1876,7835,"Director: Ing. Roberto Arturo Herrera Cruz ","m","NAY"
"1894",1877,7839,"Director: L.Q. Ignacio Manuel Quintero Borrego ","m","NAY"
"1895",1878,7843,"Director: Lic. Karina García España ","m","NAY"
"1896",1879,7847,"Director: Dr. Hugo Armando Palafox Ramírez ","m","NAY"
"1898",1881,7856,"Director: Arq. Leonardo Quintanilla Cárdenas ","m","NL"
"1899",1882,7860,"Director: C.P.José R. Mena González ","m","NL"
"1901",1884,7868,"Director: Dr. Antonio Medellín Morales ","m","NL"
"1903",1886,7876,"Director: Arq. Eduardo G. Carranza García ","m","NL"
"1904",1887,7880,"Director: Ing. Carlos Antonio Coello Valadez ","m","NL"
"1905",1888,7886,"Director: Lic. José Ángel Rivera Lemos ","m","NL"
"1906",1889,7892,"Director: Prof. Juan Manuel Torres Barrera ","m","NL"
"1907",1890,7898,"Director: Ing. Joaquín Lara Márquez ","m","NL"
"1909",1892,7907,"Director: Mtra. Elizabeth Aguilar Parra ","f","NL"
"1910",1893,7912,"Director: Dr. Bruno Alfonso Escalante Acosta ","m","NL"
"1911",1894,7916,"Director: Dr. Fernando García Licea ","m","NL"
"1912",1895,7921,"Director: Dra. Severine During ","f","NL"
"1913",1896,7925,"Director: Lic. Bernardo Martínez Rappossú ","m","NL"
"1914",1897,7929,"Director: Mtro. Luis Carlos Velazquez Garza ","m","NL"
"1915",1898,7933,"Director: Mtro. Rodrigo Villarreal Bremer ","m","NL"
"1916",1899,7937,"Director: Lic. Miguel Morales De León ","m","NL"
"1917",1900,7941,"Director: Profr. Rubén Luna Villarreal ","m","NL"
"1918",1901,7945,"Director: Lic. María Teresa Adel Blade ","f","NL"
"1920",1903,7953,"Director: Profra. Ma. Guadalupe Uribe Beltrán ","f","NL"
"1922",1905,7961,"Director: C.P. César Luis Peña Martínez ","m","NL"
"1923",1906,7965,"Director: Lic. Mateo Mazal Beja ","m","NL"
"1926",1909,7978,"Director: Lic. Andrea Fortanelli ","f","NL"
"1927",1910,7983,"Director: Lic. José Eduardo Lomelí ","m","NL"
"1928",1911,7987,"Director: Mtro. Noé Carmona Moreno ","m","NL"
"1929",1912,7991,"Director: Mtra. Alma Elizabeth Merla González ","f","NL"
"1930",1913,7995,"Director: Profra. Laura Arce Cavazos ","f","NL"
"1931",1914,7999,"Director: Enf. Mariza García Valdez ","f","NL"
"1932",1915,8003,"Director: Lic.Esperanza Hernández Garza ","f","NL"
"1934",1917,8011,"Director: Lic. Humberto Javier Rodríguez Hernández ","m","NL"
"1935",1918,8015,"Director: Mtra. Carla Adriana Tijerina Echavarría ","f","NL"
"1936",1919,8019,"Director: Mtra. Mireya Chapa Chapa ","f","NL"
"1937",1920,8023,"Director: Mtra. Rusbelina González Padilla ","f","NL"
"1938",1921,8027,"Director: Mtro Humberto Leal Martínez ","m","NL"
"1939",1922,8032,"Director: Dr. José Luis Gutiérrez Lobatos ","m","NL"
"1941",1924,8040,"Director: Lic. Fernándo Villarreal Gonda ","m","NL"
"1944",1927,8052,"Director: Dr. Radko Tichavsky Krcalova ","m","NL"
"1947",1930,8064,"Director: Lic. Nora Melba Treviño González ","f","NL"
"1949",1932,8072,"Director: Mtro. José Rene Mena Seifer ","m","NL"
"1950",1933,8076,"Director: Dra. Nora A. Hinojosa Ayala ","f","NL"
"1951",1934,8080,"Director: Dra. Bertha Rosa Maycotte Salinas ","f","NL"
"1952",1935,8084,"Director: Mtra. Silvia González Vázquez ","f","NL"
"1953",1936,8088,"Director: Mtro. Héctor José Martínez Arizpe ","m","NL"
"1954",1937,8093,"Director: Dr. Mauricio López Licea ","m","NL"
"1956",1939,8101,"Director: Mtro. Oscar Tamez Rodríguez ","m","NL"
"1957",1940,8105,"Director: Mtra. Elva Miriam Peña Martínez ","f","NL"
"1958",1941,8110,"Director: Profr. Mario Guajardo ","m","NL"
"1959",1942,8114,"Director: Lic. María de Lourdes G. de Huergo ","f","NL"
